Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
190820850,75,19034937,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:38:02 AM,03/23/2019 08:39:24 AM,03/23/2019 08:40:04 AM,03/23/2019 08:40:10 AM,03/23/2019 08:48:56 AM,03/23/2019 09:15:22 AM,03/23/2019 09:35:32 AM,Code 2 Transport,03/23/2019 10:17:03 AM,100 Block of CORONA ST,San Francisco,94127,B09,19,8442,3,3,3,true,Non Life-threatening,1,MEDIC,2,9,7,West of Twin Peaks,"(37.724406155326314, -122.46637586663492)",190820850-75
190820848,QRV2,19034936,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:37:49 AM,03/23/2019 08:39:14 AM,03/23/2019 08:39:29 AM,03/23/2019 08:39:34 AM,03/23/2019 08:40:50 AM,,,Code 3 Transport,03/23/2019 09:25:38 AM,700 Block of EDDY ST,San Francisco,94109,B02,03,3163,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,1,2,6,Tenderloin,"(37.78305200255851, -122.42001027025522)",190820848-QRV2
190820848,88,19034936,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:37:49 AM,03/23/2019 08:39:14 AM,03/23/2019 08:39:29 AM,03/23/2019 08:39:40 AM,03/23/2019 08:45:27 AM,03/23/2019 08:55:24 AM,03/23/2019 09:19:02 AM,Code 3 Transport,03/23/2019 10:05:02 AM,700 Block of EDDY ST,San Francisco,94109,B02,03,3163,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,"(37.78305200255851, -122.42001027025522)",190820848-88
190820838,KM02,19034935,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:36:13 AM,03/23/2019 08:36:13 AM,03/23/2019 08:36:47 AM,03/23/2019 08:37:12 AM,03/23/2019 08:41:32 AM,03/23/2019 09:07:53 AM,03/23/2019 09:10:12 AM,Code 2 Transport,03/23/2019 09:50:08 AM,GEARY ST/LEAVENWORTH ST,San Francisco,94109,B04,03,1543,A,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,4,6,Tenderloin,"(37.78651981911321, -122.41480664822932)",190820838-KM02
190820838,E03,19034935,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:36:13 AM,03/23/2019 08:36:13 AM,03/23/2019 08:36:47 AM,03/23/2019 08:38:13 AM,03/23/2019 08:39:46 AM,,,Code 2 Transport,03/23/2019 08:52:18 AM,GEARY ST/LEAVENWORTH ST,San Francisco,94109,B04,03,1543,A,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,6,Tenderloin,"(37.78651981911321, -122.41480664822932)",190820838-E03
190820831,T02,19034934,Elevator / Escalator Rescue,03/23/2019,03/23/2019,03/23/2019 08:33:48 AM,03/23/2019 08:34:35 AM,03/23/2019 08:34:45 AM,03/23/2019 08:37:38 AM,03/23/2019 08:40:10 AM,,,Fire,03/23/2019 09:04:14 AM,600 Block of BUSH ST,San Francisco,94108,B01,02,1361,3,3,3,false,Alarm,1,TRUCK,1,1,3,Nob Hill,"(37.79039942365897, -122.40732698649822)",190820831-T02
190820806,RC2,19034933,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 08:22:10 AM,03/23/2019 08:22:33 AM,03/23/2019 08:25:04 AM,03/23/2019 08:25:37 AM,03/23/2019 08:26:42 AM,,,Code 2 Transport,03/23/2019 08:33:53 AM,10TH AV/CALIFORNIA ST,San Francisco,94118,B07,31,7137,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,2,7,1,Inner Richmond,"(37.78462090465969, -122.46883973697796)",190820806-RC2
190820806,KM11,19034933,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 08:22:10 AM,03/23/2019 08:22:33 AM,03/23/2019 08:22:57 AM,03/23/2019 08:23:49 AM,03/23/2019 08:52:16 AM,03/23/2019 08:52:19 AM,03/23/2019 09:14:26 AM,Code 2 Transport,03/23/2019 09:40:30 AM,10TH AV/CALIFORNIA ST,San Francisco,94118,B07,31,7137,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,3,7,1,Inner Richmond,"(37.78462090465969, -122.46883973697796)",190820806-KM11
190820806,E31,19034933,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 08:22:10 AM,03/23/2019 08:22:33 AM,03/23/2019 08:22:57 AM,03/23/2019 08:24:10 AM,03/23/2019 08:26:12 AM,,,Code 2 Transport,03/23/2019 08:31:28 AM,10TH AV/CALIFORNIA ST,San Francisco,94118,B07,31,7137,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,7,1,Inner Richmond,"(37.78462090465969, -122.46883973697796)",190820806-E31
190820805,53,19034932,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:20:12 AM,03/23/2019 08:22:12 AM,03/23/2019 08:22:22 AM,03/23/2019 08:22:27 AM,03/23/2019 08:28:34 AM,03/23/2019 08:37:52 AM,03/23/2019 09:00:20 AM,Code 2 Transport,03/23/2019 10:10:23 AM,0 Block of OSCEOLA LN,San Francisco,94124,B10,17,6637,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.731752338737074, -122.38308514461545)",190820805-53
190820798,RC1,19034931,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:17:30 AM,03/23/2019 08:19:01 AM,03/23/2019 08:19:30 AM,03/23/2019 08:20:21 AM,03/23/2019 08:24:23 AM,,,Code 2 Transport,03/23/2019 08:31:40 AM,200 Block of NORTH POINT ST,San Francisco,94133,B01,28,1262,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,1,3,North Beach,"(37.80691476040041, -122.4113302315342)",190820798-RC1
190820798,E28,19034931,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:17:30 AM,03/23/2019 08:19:01 AM,03/23/2019 08:19:30 AM,03/23/2019 08:20:47 AM,03/23/2019 08:22:40 AM,,,Code 2 Transport,03/23/2019 08:28:26 AM,200 Block of NORTH POINT ST,San Francisco,94133,B01,28,1262,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,1,3,North Beach,"(37.80691476040041, -122.4113302315342)",190820798-E28
190820798,78,19034931,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:17:30 AM,03/23/2019 08:19:01 AM,03/23/2019 08:19:30 AM,03/23/2019 08:21:17 AM,03/23/2019 08:22:55 AM,03/23/2019 08:42:00 AM,03/23/2019 09:03:30 AM,Code 2 Transport,03/23/2019 09:30:30 AM,200 Block of NORTH POINT ST,San Francisco,94133,B01,28,1262,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,North Beach,"(37.80691476040041, -122.4113302315342)",190820798-78
190820793,67,19034930,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:13:53 AM,03/23/2019 08:15:58 AM,03/23/2019 08:16:18 AM,03/23/2019 08:16:21 AM,03/23/2019 08:29:36 AM,03/23/2019 08:40:45 AM,03/23/2019 08:52:44 AM,Code 2 Transport,03/23/2019 09:20:42 AM,1000 Block of POLK ST,San Francisco,94109,B04,03,3121,2,2,2,true,Non Life-threatening,1,MEDIC,1,4,6,Tenderloin,"(37.786117211837905, -122.4198542456919)",190820793-67
190820792,E01,19034929,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:12:18 AM,03/23/2019 08:15:00 AM,03/23/2019 08:15:13 AM,03/23/2019 08:17:15 AM,03/23/2019 08:20:49 AM,,,No Merit,03/23/2019 08:23:00 AM,100 Block of EDDY ST,San Francisco,94102,B03,03,1453,3,3,3,true,Non Life-threatening,1,ENGINE,2,3,6,Tenderloin,"(37.78419090478878, -122.4101194834515)",190820792-E01
190820792,84,19034929,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:12:18 AM,03/23/2019 08:15:00 AM,03/23/2019 08:15:13 AM,03/23/2019 08:15:19 AM,03/23/2019 08:19:07 AM,,,No Merit,03/23/2019 08:39:15 AM,100 Block of EDDY ST,San Francisco,94102,B03,03,1453,3,3,3,true,Non Life-threatening,1,MEDIC,1,3,6,Tenderloin,"(37.78419090478878, -122.4101194834515)",190820792-84
190820786,QRV2,19034928,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:12:51 AM,03/23/2019 08:13:05 AM,03/23/2019 08:13:18 AM,03/23/2019 08:13:29 AM,03/23/2019 08:37:32 AM,,,Code 2 Transport,03/23/2019 08:37:34 AM,EDDY ST/HYDE ST,San Francisco,94102,B02,03,1545,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,2,2,6,Tenderloin,"(37.78351564008294, -122.41588254066856)",190820786-QRV2
190820786,50,19034928,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:12:51 AM,03/23/2019 08:13:05 AM,03/23/2019 08:13:18 AM,03/23/2019 08:13:26 AM,03/23/2019 08:16:23 AM,03/23/2019 08:36:05 AM,03/23/2019 08:45:50 AM,Code 2 Transport,03/23/2019 09:20:11 AM,EDDY ST/HYDE ST,San Francisco,94102,B02,03,1545,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,"(37.78351564008294, -122.41588254066856)",190820786-50
190820757,T11,19034927,Citizen Assist / Service Call,03/23/2019,03/23/2019,03/23/2019 08:02:25 AM,03/23/2019 08:05:03 AM,03/23/2019 08:05:28 AM,03/23/2019 08:08:02 AM,03/23/2019 08:16:51 AM,,,Fire,03/23/2019 08:43:29 AM,0 Block of LAIDLEY ST,San Francisco,94131,B06,26,5573,3,3,3,false,Alarm,1,TRUCK,3,6,8,Glen Park,"(37.7409970548703, -122.43164540371716)",190820757-T11
190820757,E26,19034927,Citizen Assist / Service Call,03/23/2019,03/23/2019,03/23/2019 08:02:25 AM,03/23/2019 08:05:03 AM,03/23/2019 08:05:28 AM,03/23/2019 08:06:39 AM,03/23/2019 08:11:01 AM,,,Fire,03/23/2019 08:24:40 AM,0 Block of LAIDLEY ST,San Francisco,94131,B06,26,5573,3,3,3,true,Alarm,1,ENGINE,2,6,8,Glen Park,"(37.7409970548703, -122.43164540371716)",190820757-E26
190820757,B06,19034927,Citizen Assist / Service Call,03/23/2019,03/23/2019,03/23/2019 08:02:25 AM,03/23/2019 08:05:03 AM,03/23/2019 08:05:28 AM,03/23/2019 08:07:46 AM,03/23/2019 08:10:49 AM,,,Fire,03/23/2019 08:33:30 AM,0 Block of LAIDLEY ST,San Francisco,94131,B06,26,5573,3,3,3,false,Alarm,1,CHIEF,1,6,8,Glen Park,"(37.7409970548703, -122.43164540371716)",190820757-B06
190820749,61,19034926,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:58:03 AM,03/23/2019 07:59:25 AM,03/23/2019 07:59:49 AM,03/23/2019 07:59:53 AM,03/23/2019 08:11:34 AM,,,Patient Declined Transport,03/23/2019 08:39:56 AM,0 Block of HOFF ST,San Francisco,94110,B02,07,5236,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,9,Mission,"(37.76418194637122, -122.42057572093287)",190820749-61
190820721,E31,19034925,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:43:45 AM,03/23/2019 07:44:44 AM,03/23/2019 07:44:59 AM,03/23/2019 07:45:33 AM,03/23/2019 07:49:23 AM,,,Code 2 Transport,03/23/2019 07:55:11 AM,400 Block of 18TH AVE,San Francisco,94121,B07,31,7161,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,7,1,Outer Richmond,"(37.77947557972585, -122.4771007907192)",190820721-E31
190820721,63,19034925,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:43:45 AM,03/23/2019 07:44:44 AM,03/23/2019 07:44:59 AM,03/23/2019 07:45:02 AM,03/23/2019 07:51:08 AM,03/23/2019 08:06:40 AM,03/23/2019 08:18:03 AM,Code 2 Transport,03/23/2019 08:45:10 AM,400 Block of 18TH AVE,San Francisco,94121,B07,31,7161,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,7,1,Outer Richmond,"(37.77947557972585, -122.4771007907192)",190820721-63
190820712,85,19034924,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:37:17 AM,03/23/2019 07:42:40 AM,03/23/2019 07:43:06 AM,03/23/2019 07:43:12 AM,03/23/2019 07:56:12 AM,03/23/2019 08:01:03 AM,03/23/2019 08:28:10 AM,Code 2 Transport,03/23/2019 08:57:15 AM,200 Block of KEARNY ST,San Francisco,94108,B01,13,1242,2,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Financial District/South Beach,"(37.79053180581528, -122.40391422083457)",190820712-85
190820703,86,19034923,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:33:23 AM,03/23/2019 07:35:48 AM,03/23/2019 07:35:58 AM,03/23/2019 07:36:12 AM,03/23/2019 07:44:49 AM,03/23/2019 08:12:17 AM,03/23/2019 08:45:03 AM,Code 2 Transport,03/23/2019 09:18:33 AM,100 Block of PRAGUE ST,San Francisco,94112,B09,43,6163,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,9,11,Excelsior,"(37.719746756069235, -122.4266669903038)",190820703-86
190820699,85,19034922,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:31:29 AM,03/23/2019 07:34:27 AM,03/23/2019 07:34:53 AM,,,,,Cancelled,03/23/2019 07:37:59 AM,700 Block of MISSION ST,San Francisco,94103,B03,01,2178,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Financial District/South Beach,"(37.785285764493, -122.40304829793804)",190820699-85
190820699,79,19034922,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:31:29 AM,03/23/2019 07:34:27 AM,03/23/2019 07:37:47 AM,03/23/2019 07:37:51 AM,,,,Cancelled,03/23/2019 07:45:57 AM,700 Block of MISSION ST,San Francisco,94103,B03,01,2178,2,2,2,true,Non Life-threatening,1,MEDIC,2,3,6,Financial District/South Beach,"(37.785285764493, -122.40304829793804)",190820699-79
190820697,E28,19034921,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:32:24 AM,03/23/2019 07:33:16 AM,03/23/2019 07:33:50 AM,03/23/2019 07:35:34 AM,03/23/2019 07:38:31 AM,,,Patient Declined Transport,03/23/2019 07:59:02 AM,POWELL ST/BEACH ST,San Francisco,94133,B01,28,1344,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,1,3,North Beach,"(37.807690493216974, -122.4123295587982)",190820697-E28
190820697,78,19034921,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:32:24 AM,03/23/2019 07:33:16 AM,03/23/2019 07:33:50 AM,03/23/2019 07:33:56 AM,03/23/2019 07:53:24 AM,,,Patient Declined Transport,03/23/2019 08:16:37 AM,POWELL ST/BEACH ST,San Francisco,94133,B01,28,1344,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,North Beach,"(37.807690493216974, -122.4123295587982)",190820697-78
190820694,E09,19034920,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:30:21 AM,03/23/2019 07:32:15 AM,03/23/2019 07:32:28 AM,03/23/2019 07:33:04 AM,03/23/2019 07:38:27 AM,,,Code 2 Transport,03/23/2019 07:52:13 AM,100 Block of RUTLEDGE ST,San Francisco,94110,B06,09,5672,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,6,9,Bernal Heights,"(37.74534550861337, -122.40707417276363)",190820694-E09
190820694,64,19034920,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:30:21 AM,03/23/2019 07:32:15 AM,03/23/2019 07:32:28 AM,03/23/2019 07:32:35 AM,03/23/2019 07:46:50 AM,03/23/2019 08:04:30 AM,03/23/2019 08:16:28 AM,Code 2 Transport,03/23/2019 09:05:18 AM,100 Block of RUTLEDGE ST,San Francisco,94110,B06,09,5672,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,6,9,Bernal Heights,"(37.74534550861337, -122.40707417276363)",190820694-64
190820683,RC1,19034919,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:26:52 AM,03/23/2019 07:27:29 AM,03/23/2019 07:28:50 AM,03/23/2019 07:30:03 AM,03/23/2019 07:34:36 AM,,,Code 2 Transport,03/23/2019 07:34:40 AM,1700 Block of MASON ST,San Francisco,94133,B01,02,1422,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,2,1,3,Chinatown,"(37.79975004049836, -122.41234449700212)",190820683-RC1
190820683,KM08,19034919,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:26:52 AM,03/23/2019 07:27:29 AM,03/23/2019 07:27:45 AM,03/23/2019 07:28:15 AM,03/23/2019 07:31:10 AM,03/23/2019 07:59:31 AM,03/23/2019 08:31:23 AM,Code 2 Transport,03/23/2019 08:42:28 AM,1700 Block of MASON ST,San Francisco,94133,B01,02,1422,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,1,3,Chinatown,"(37.79975004049836, -122.41234449700212)",190820683-KM08
190820683,E02,19034919,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:26:52 AM,03/23/2019 07:27:29 AM,03/23/2019 07:27:45 AM,03/23/2019 07:29:38 AM,,,,Code 2 Transport,03/23/2019 07:39:07 AM,1700 Block of MASON ST,San Francisco,94133,B01,02,1422,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,1,3,Chinatown,"(37.79975004049836, -122.41234449700212)",190820683-E02
190820674,T15,19034918,Alarms,03/23/2019,03/22/2019,03/23/2019 07:22:55 AM,03/23/2019 07:24:21 AM,03/23/2019 07:24:40 AM,03/23/2019 07:26:26 AM,,,,Fire,03/23/2019 07:31:42 AM,0 Block of FERNWOOD DR,San Francisco,94127,B09,39,8541,3,3,3,false,Alarm,1,TRUCK,3,9,7,West of Twin Peaks,"(37.7336600028559, -122.46116638578428)",190820674-T15
190820674,E39,19034918,Alarms,03/23/2019,03/22/2019,03/23/2019 07:22:55 AM,03/23/2019 07:24:21 AM,03/23/2019 07:24:40 AM,03/23/2019 07:26:45 AM,03/23/2019 07:29:05 AM,,,Fire,03/23/2019 07:33:11 AM,0 Block of FERNWOOD DR,San Francisco,94127,B09,39,8541,3,3,3,true,Alarm,1,ENGINE,1,9,7,West of Twin Peaks,"(37.7336600028559, -122.46116638578428)",190820674-E39
190820674,B09,19034918,Alarms,03/23/2019,03/22/2019,03/23/2019 07:22:55 AM,03/23/2019 07:24:21 AM,03/23/2019 07:24:40 AM,03/23/2019 07:26:01 AM,,,,Fire,03/23/2019 07:33:13 AM,0 Block of FERNWOOD DR,San Francisco,94127,B09,39,8541,3,3,3,false,Alarm,1,CHIEF,2,9,7,West of Twin Peaks,"(37.7336600028559, -122.46116638578428)",190820674-B09
190820672,E21,19034917,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:20:31 AM,03/23/2019 07:23:59 AM,03/23/2019 07:24:14 AM,03/23/2019 07:25:41 AM,,,,Code 2 Transport,03/23/2019 07:52:59 AM,1700 Block of GOLDEN GATE AVE,San Francisco,94115,B05,21,4242,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,5,5,Western Addition,"(37.778672014633806, -122.43939382517198)",190820672-E21
190820672,AM102,19034917,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:20:31 AM,03/23/2019 07:23:59 AM,03/23/2019 07:24:14 AM,03/23/2019 07:24:39 AM,03/23/2019 07:31:51 AM,03/23/2019 07:52:12 AM,03/23/2019 08:04:08 AM,Code 2 Transport,03/23/2019 08:38:27 AM,1700 Block of GOLDEN GATE AVE,San Francisco,94115,B05,21,4242,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,5,5,Western Addition,"(37.778672014633806, -122.43939382517198)",190820672-AM102
190820669,67,19034916,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:21:24 AM,03/23/2019 07:22:58 AM,03/23/2019 07:23:13 AM,03/23/2019 07:23:17 AM,03/23/2019 07:28:45 AM,03/23/2019 07:42:00 AM,03/23/2019 07:50:06 AM,Code 2 Transport,03/23/2019 08:13:49 AM,0 Block of WOODWARD ST,San Francisco,94103,B02,06,5215,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,9,Mission,"(37.76906742533509, -122.42092662543894)",190820669-67
190820667,89,19034915,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:21:36 AM,03/23/2019 07:21:36 AM,03/23/2019 07:21:47 AM,03/23/2019 07:22:45 AM,03/23/2019 07:31:04 AM,03/23/2019 07:47:47 AM,03/23/2019 08:00:42 AM,Code 2 Transport,03/23/2019 08:38:01 AM,1300 Block of 30TH AVE,San Francisco,94122,B08,18,7536,A,2,2,true,Non Life-threatening,1,MEDIC,1,8,4,Sunset/Parkside,"(37.762108906909226, -122.48891352375287)",190820667-89
190820662,T12,19034914,Alarms,03/23/2019,03/22/2019,03/23/2019 07:17:23 AM,03/23/2019 07:19:10 AM,03/23/2019 07:19:28 AM,03/23/2019 07:20:52 AM,03/23/2019 07:23:46 AM,,,Fire,03/23/2019 07:33:29 AM,500 Block of PARNASSUS AVE,San Francisco,94131,B05,12,7323,3,3,3,false,Alarm,1,TRUCK,1,5,7,Inner Sunset,"(37.76331659698776, -122.4582059885873)",190820662-T12
190820662,E12,19034914,Alarms,03/23/2019,03/22/2019,03/23/2019 07:17:23 AM,03/23/2019 07:19:10 AM,03/23/2019 07:19:28 AM,03/23/2019 07:21:34 AM,03/23/2019 07:23:49 AM,,,Fire,03/23/2019 07:35:58 AM,500 Block of PARNASSUS AVE,San Francisco,94131,B05,12,7323,3,3,3,true,Alarm,1,ENGINE,2,5,7,Inner Sunset,"(37.76331659698776, -122.4582059885873)",190820662-E12
190820662,B05,19034914,Alarms,03/23/2019,03/22/2019,03/23/2019 07:17:23 AM,03/23/2019 07:19:10 AM,03/23/2019 07:19:28 AM,03/23/2019 07:21:36 AM,03/23/2019 07:24:46 AM,,,Fire,03/23/2019 07:33:24 AM,500 Block of PARNASSUS AVE,San Francisco,94131,B05,12,7323,3,3,3,false,Alarm,1,CHIEF,3,5,7,Inner Sunset,"(37.76331659698776, -122.4582059885873)",190820662-B05
190820647,QRV2,19034913,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:11:25 AM,03/23/2019 07:13:33 AM,03/23/2019 07:13:54 AM,03/23/2019 07:14:00 AM,03/23/2019 07:17:24 AM,,,Code 2 Transport,03/23/2019 07:30:17 AM,LARKIN ST/MCALLISTER ST,San Francisco,94102,B02,36,1645,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,1,2,6,Tenderloin,"(37.780470341341406, -122.41694760622579)",190820647-QRV2
190820647,KM13,19034913,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:11:25 AM,03/23/2019 07:13:33 AM,03/23/2019 07:13:54 AM,03/23/2019 07:14:28 AM,03/23/2019 07:18:17 AM,03/23/2019 07:28:55 AM,03/23/2019 07:41:12 AM,Code 2 Transport,03/23/2019 08:07:26 AM,LARKIN ST/MCALLISTER ST,San Francisco,94102,B02,36,1645,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,Tenderloin,"(37.780470341341406, -122.41694760622579)",190820647-KM13
190820641,88,19034912,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:05:00 AM,03/23/2019 07:06:56 AM,03/23/2019 07:07:21 AM,03/23/2019 07:07:25 AM,03/23/2019 07:32:16 AM,03/23/2019 07:34:44 AM,03/23/2019 07:55:24 AM,Code 2 Transport,03/23/2019 08:17:05 AM,200 Block of EDDY ST,San Francisco,94102,B03,03,1453,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Tenderloin,"(37.784091036175454, -122.41178436945478)",190820641-88
190820639,E16,19034911,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:04:10 AM,03/23/2019 07:05:52 AM,03/23/2019 07:06:34 AM,03/23/2019 07:08:16 AM,03/23/2019 07:10:20 AM,,,No Merit,03/23/2019 07:19:48 AM,1600 Block of LOMBARD ST,San Francisco,94123,B04,16,3244,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,2,Marina,"(37.8008987964252, -122.42867102684396)",190820639-E16
190820639,AM102,19034911,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:04:10 AM,03/23/2019 07:05:52 AM,03/23/2019 07:06:34 AM,03/23/2019 07:07:06 AM,,,,No Merit,03/23/2019 07:19:50 AM,1600 Block of LOMBARD ST,San Francisco,94123,B04,16,3244,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,4,2,Marina,"(37.8008987964252, -122.42867102684396)",190820639-AM102
190820632,84,19034910,Medical Incident,03/23/2019,03/22/2019,03/23/2019 07:01:53 AM,03/23/2019 07:03:22 AM,03/23/2019 07:04:00 AM,03/23/2019 07:04:10 AM,03/23/2019 07:12:42 AM,03/23/2019 07:28:44 AM,03/23/2019 07:33:29 AM,Code 2 Transport,03/23/2019 08:02:23 AM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,Tenderloin,"(37.78367395235669, -122.41507298080322)",190820632-84
190820615,50,19034909,Medical Incident,03/23/2019,03/22/2019,03/23/2019 06:55:47 AM,03/23/2019 06:58:06 AM,03/23/2019 06:58:33 AM,03/23/2019 06:58:41 AM,03/23/2019 07:03:56 AM,03/23/2019 07:18:35 AM,03/23/2019 07:28:28 AM,Code 2 Transport,03/23/2019 07:57:16 AM,0 Block of MASON ST,San Francisco,94102,B03,01,1365,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Tenderloin,"(37.78378929692922, -122.40926630730081)",190820615-50
190822665,58,19035108,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:29:02 PM,03/23/2019 04:32:32 PM,03/23/2019 04:33:27 PM,03/23/2019 04:33:30 PM,,,,No Merit,03/23/2019 04:39:21 PM,3500 Block of 19TH ST,San Francisco,94110,B06,07,5434,2,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,8,Mission,"(37.76013089639431, -122.42184698126273)",190822665-58
190822662,KM12,19035107,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:30:22 PM,03/23/2019 04:32:09 PM,03/23/2019 04:32:50 PM,03/23/2019 04:33:29 PM,03/23/2019 05:01:12 PM,03/23/2019 05:01:14 PM,03/23/2019 05:22:23 PM,Code 2 Transport,03/23/2019 05:48:58 PM,900 Block of POST ST,San Francisco,94109,B04,03,1641,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,4,6,Tenderloin,"(37.78706505086084, -122.41761947406877)",190822662-KM12
190822662,E41,19035107,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:30:22 PM,03/23/2019 04:32:09 PM,03/23/2019 04:32:50 PM,03/23/2019 04:33:58 PM,03/23/2019 04:36:32 PM,,,Code 2 Transport,03/23/2019 04:49:07 PM,900 Block of POST ST,San Francisco,94109,B04,03,1641,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,6,Tenderloin,"(37.78706505086084, -122.41761947406877)",190822662-E41
190822661,T03,19035106,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:32:01 PM,03/23/2019 04:32:01 PM,03/23/2019 04:32:15 PM,03/23/2019 04:33:29 PM,03/23/2019 04:36:16 PM,,,Code 3 Transport,03/23/2019 04:42:25 PM,100 Block of LEAVENWORTH ST,San Francisco,94102,B02,03,1546,A,3,3,false,Potentially Life-Threatening,1,TRUCK,2,2,6,Tenderloin,"(37.78232019319105, -122.4140280166202)",190822661-T03
